id,index,batch,question_type,question,golden_answers,gold_sf_titles,step50_prediction,step50_candidates,step50_prediction_words,step50_direct_em,step50_direct_f1,step50_processed_em,step50_processed_f1,step75_prediction,step75_candidates,step75_prediction_words,step75_direct_em,step75_direct_f1,step75_processed_em,step75_processed_f1,step100_prediction,step100_candidates,step100_prediction_words,step100_direct_em,step100_direct_f1,step100_processed_em,step100_processed_f1,step50_to_step75_transition,step50_to_step75_f1_delta,step50_to_step75_prediction_changed,step50_to_step100_transition,step50_to_step100_f1_delta,step50_to_step100_prediction_changed,step75_to_step100_transition,step75_to_step100_f1_delta,step75_to_step100_prediction_changed,correctness_pattern_50_75_100
dev_3463,229,15,which,"Which of the case was held in a higher ranking court, South Dakota v. Dole or Rogers v. Okin?",South Dakota v. Dole,South Dakota v. Dole | Rogers v. Okin,South Dakota v. Dole.,,4,1.0,1.0,1.0,1.0,South Dakota v. Dole.,,4,1.0,1.0,1.0,1.0,South Dakota v. Dole.,,4,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3476,230,15,other,"Caprice No. 5 was composed by what Italian violinist, guitarist, and composer, who was the most celebrated violin virtuoso of his time?",Niccolò (or Nicolò) Paganini,Caprice No. 5 (Paganini) | Niccolò Paganini | Niccolò Paganini,Niccolò Paganini.,Niccolò Paganini | Paganini,2,0.0,0.6666666666666666,0.0,0.6666666666666666,Niccolò Paganini.,Niccolò Paganini | Nicolò Paganini | Paganini,2,0.0,0.6666666666666666,0.0,0.6666666666666666,Niccolò Paganini.,Niccolò Paganini | Niccolo Paganini | Paganini,2,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_7164,231,15,other,In what metropolitan area is the future transfer point for the line previously designated the Bi-County Transitway?,"Washington, D.C.",Takoma Langley Crossroads Transit Center | Purple Line (Maryland),Seattle metropolitan area.,Seattle metropolitan area | Seattle metro area | Seattle Metro,3,0.0,0.0,0.0,0.0,Seattle metropolitan area.,Seattle metropolitan area | Seattle metro area | Greater Seattle area,3,0.0,0.0,0.0,0.0,Washington metropolitan area.,"Washington metropolitan area | Washington, D.C. metropolitan area | D.C. metropolitan area",3,0.0,0.4,0.0,0.6666666666666666,both_wrong,0.0,0,both_wrong,0.6666666666666666,1,both_wrong,0.6666666666666666,1,000
dev_439,232,15,what,What town host an annual media finance conference that has featured an Australian-born American media mogul?,"Sun Valley, Idaho",Allen &amp; Company Sun Valley Conference | Rupert Murdoch,New York.,New York | NY | New York City | N.Y.,2,0.0,0.0,0.0,0.0,New York City.,New York City | NYC | New York,3,0.0,0.0,0.0,0.0,New York City.,New York City | New York | NYC,3,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_4458,233,15,other,"In which Florida city is Skyplex being constructed, featuring Skyscraper, the tallest rollercoaster in the world?",Orlando,Skyscraper (roller coaster) | Skyscraper (roller coaster) | Skyplex,Orlando.,,1,1.0,1.0,1.0,1.0,Orlando.,,1,1.0,1.0,1.0,1.0,Orlando.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4209,234,15,which,Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,Forbes ranked Schreiber Foods,Schreiber Foods | Forbes,Forbes.,Forbes,1,0.0,0.4,0.0,0.4,Forbes.,Forbes,1,0.0,0.4,0.0,0.4,Forbes.,Forbes,1,0.0,0.4,0.0,0.4,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_2338,235,15,who,"Who has held more positions in the film industry, Donald Cammell or Justin David Swibel?",Justin David Swibel,Donald Cammell | Justin David Swibel,Justin David Swibel.,,3,1.0,1.0,1.0,1.0,Justin David Swibel.,,3,1.0,1.0,1.0,1.0,Donald Cammell.,Donald Cammell,2,0.0,0.0,0.0,0.0,both_correct,0.0,0,loss,-1.0,1,loss,-1.0,1,110
dev_692,236,15,where,Where will the 2017 Atlantic 10 Men's Basketball Tournament be hosted?,PPG Paints Arena,2017 Atlantic 10 Men's Basketball Tournament | PPG Paints Arena,"PPG Paints Arena in Pittsburgh, Pennsylvania.","PPG Paints Arena | PPG Paints Arena in Pittsburgh, Pennsylvania | PPG Paints Arena, Pittsburgh, PA | Pittsburgh, Pennsylvania",6,0.0,0.6666666666666666,1.0,1.0,"PPG Paints Arena in Pittsburgh, Pennsylvania.","PPG Paints Arena | PPG Paints Arena in Pittsburgh, Pennsylvania | PPG Paints Arena, Pittsburgh, PA | PPG Paints Arena, Pittsburgh",6,0.0,0.6666666666666666,1.0,1.0,"PPG Paints Arena in Pittsburgh, Pennsylvania.","PPG Paints Arena | PPG Paints Arena in Pittsburgh | PPG Paints Arena, Pennsylvania | PPG Paints Arena, Pittsburgh, Pennsylvania",6,0.0,0.6666666666666666,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3301,237,15,which,which  American conglomerate company is  a subsidiary of Trump Entertainment Resorts ,Icahn Enterprises L.P.,Trump Entertainment Resorts | Icahn Enterprises,Trump Group.,Trump Group,2,0.0,0.0,0.0,0.0,The Trump Organization.,The Trump Organization | Trump Organization,3,0.0,0.0,0.0,0.0,Trump Group.,Trump Group,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,0,both_wrong,0.0,1,000
dev_5253,238,15,when/year,In what year was the 1965 World Series MVP elected to the Baseball Hall of Fame?,1972,1965 World Series | Sandy Koufax,1972.,,1,1.0,1.0,1.0,1.0,1972.,,1,1.0,1.0,1.0,1.0,1972.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5965,239,15,numeric,"How many miles west of Phoenix, Arizona is the base where the 63d Fighter Squadron is assigned?",15,63d Fighter Squadron | Luke Air Force Base,10.,10 miles | 10 mi | 10,1,0.0,0.0,0.0,0.0,"0 miles, as Shaw Air Force Base, where the 63d Fighter Squadron is assigned, is not west of Phoenix, Arizona.",0 miles,20,0.0,0.0,0.0,0.0,"1,000 miles. However, it is important to note that Shaw Air Force Base, where the 63d Fighter Squadron is assigned, is located east of Phoenix, Arizona, not west. Therefore, the base is not west of Phoenix.",0 miles,37,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_3850,240,16,which,Which author wrote a play in 2006 and a book on homosexual sex in 1977?,Edmund Valentine White III,Terre Haute (play) | Edmund White | Edmund White,Vern Bullough.,Vern Bullough,2,0.0,0.0,0.0,0.0,Vern Bullough.,Vern Bullough,2,0.0,0.0,0.0,0.0,Tony Kushner.,Tony Kushner,2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_3403,241,16,who,Who starred in a 2015 zombie film with Northern Irish actor?,Dougray Scott,The Rezort | The Rezort | Martin McCann (actor),Brad Pitt.,Brad Pitt,2,0.0,0.0,0.0,0.0,Brad Pitt.,Brad Pitt,2,0.0,0.0,0.0,0.0,Brad Pitt.,Brad Pitt,2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_1461,242,16,what,What is the capacity of the stadium that hosts games of the team that was coached by Barry Switzer in 1981?,"86,112",1981 Oklahoma Sooners football team | 1981 Oklahoma Sooners football team | 1981 Oklahoma Sooners football team | Gaylord Family Oklahoma Memorial Stadium,"86,112.",,2,1.0,1.0,1.0,1.0,"86,112.",,2,1.0,1.0,1.0,1.0,"86,112.",,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6011,243,16,which,"Which pizza shop opened first, Toppers Pizza or America's Incredible Pizza Company?",Toppers Pizza,America's Incredible Pizza Company | America's Incredible Pizza Company | Toppers Pizza (American restaurant) | Toppers Pizza (American restaurant),Toppers Pizza.,,2,1.0,1.0,1.0,1.0,Toppers Pizza.,,2,1.0,1.0,1.0,1.0,Toppers Pizza.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5086,244,16,other,Why is Bangor Daily News talkin about Sawin Millett?,Commissioner by the Maine Senate,Sawin Millett | Bangor Daily News,The Bangor Daily News is talking about Sawin Millett because he is a prominent Maine politician who served as the Commissioner of Administrative and Financial Services under Governor Paul LePage and was ranked as one of the most influential people in Maine.,Sawin Millett is a prominent Maine politician who served as the Commissioner of Administrative and Financial Services under Governor Paul LePage and was ranked as one of the most influential people in Maine.,42,0.0,0.09523809523809525,0.0,0.11764705882352941,"The Bangor Daily News is talking about Sawin Millett because he is a Maine politician who served as the Commissioner of Administrative and Financial Services under Governor Paul LePage. The article likely discusses his influence, as he was ranked as the ninth most influential person in Maine by a Bangor Daily News poll in December 2011.",Sawin Millett is a Maine politician who served as the Commissioner of Administrative and Financial Services under Governor Paul LePage | Sawin Millett was ranked as the ninth most influential person in Maine by a Bangor Daily News poll in December 2011,56,0.0,0.1111111111111111,0.0,0.1818181818181818,"The Bangor Daily News is talking about Sawin Millett because he is a Maine politician who served as the Commissioner of Administrative and Financial Services under Governor Paul LePage. The article likely discusses his appointment, his influence as ranked by the Bangor Daily News, and his role in Maine politics.",Sawin Millett is a Maine politician who served as the Commissioner of Administrative and Financial Services under Governor Paul LePage | Sawin Millett served as Commissioner of Administrative and Financial Services under Governor Paul LePage | Sawin Millett was the Commissioner of Administrative and Financial Services for Governor Paul LePage,50,0.0,0.12244897959183675,0.0,0.1818181818181818,both_wrong,0.06417112299465239,1,both_wrong,0.06417112299465239,1,both_wrong,0.0,1,000
dev_4086,245,16,other,"Christopher ""Chris"" Fairbank provided voice talent for which 2006 British-American computer-animated action-adventure comedy film directed by David Bowers and Sam Fell?",Flushed Away,Christopher Fairbank | Flushed Away,Flushed Away.,,2,1.0,1.0,1.0,1.0,Ratigan.,Ratigan,1,0.0,0.0,0.0,0.0,Flushed Away.,,2,1.0,1.0,1.0,1.0,loss,-1.0,1,both_correct,0.0,0,win,1.0,1,101
dev_2704,246,16,what,What component was included on the iPad4 that is now a registered trademark in Jamaica? ,Retina Display,IPad (4th generation) | Retina Display,Lightning.,Lightning,1,0.0,0.0,0.0,0.0,Lightning.,Lightning,1,0.0,0.0,0.0,0.0,Lightning connector.,Lightning connector,2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_1549,247,16,what,What is the nationality of the wrestler who sang on A Jingle with Jillian?,American,A Jingle with Jillian | A Jingle with Jillian | Jillian Hall,American.,,1,1.0,1.0,1.0,1.0,Canadian.,Canadian,1,0.0,0.0,0.0,0.0,Canadian.,Canadian | Canada,1,0.0,0.0,0.0,0.0,loss,-1.0,1,loss,-1.0,1,both_wrong,0.0,0,100
dev_2656,248,16,when/year,"The 249th episode of ""The Simpsons"" was aired on what date?","November 1, 2000",The Simpsons (season 12) | Treehouse of Horror XI,"April 1, 2018.","April 1, 2018 | 2018-04-01 | 2018.04.01 | Apr 1, 2018",3,0.0,0.3333333333333333,0.0,0.3333333333333333,"April 1, 2018.","April 1, 2018 | 2018-04-01 | 2018.04.01 | Apr 1, 2018",3,0.0,0.3333333333333333,0.0,0.3333333333333333,"April 1, 2018.","April 1, 2018 | 2018-04-01 | 2018.04.01 | Apr 1, 2018",3,0.0,0.3333333333333333,0.0,0.3333333333333333,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_4120,249,16,other,Sporobolus and Zea are in the same what?,family,Sporobolus | Zea (plant),grass family (Poaceae).,grass family | Poaceae,3,0.0,0.5,0.0,0.6666666666666666,family.,,1,1.0,1.0,1.0,1.0,family.,,1,1.0,1.0,1.0,1.0,win,0.33333333333333337,1,win,0.33333333333333337,1,both_correct,0.0,0,011
dev_1225,250,16,what,What type of structure does 277 Park Avenue and 126 Madison Avenue have in common?,building,277 Park Avenue | 126 Madison Avenue,office building.,office building,2,0.0,0.6666666666666666,0.0,0.6666666666666666,office building.,office building,2,0.0,0.6666666666666666,0.0,0.6666666666666666,office building.,office building,2,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_6832,251,16,yes/no,Were Frank R. Strayer and Krzysztof Kieślowski both Directors?,yes,Frank R. Strayer | Krzysztof Kieślowski,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4176,252,16,other,In which year did Baek Bong-ki appear in the South Korean drama film set in a high school?,2004,Baek Bong-ki | Once Upon a Time in High School | Once Upon a Time in High School,2004.,,1,1.0,1.0,1.0,1.0,2016.,2016 | 2016 year | 16,1,0.0,0.0,0.0,0.0,2004.,,1,1.0,1.0,1.0,1.0,loss,-1.0,1,both_correct,0.0,0,win,1.0,1,101
dev_5292,253,16,other,Alex Yemenidjian is the CEO of the company that owns what Las Vegas Strip hotel?,Tropicana Las Vegas,Alex Yemenidjian | Tropicana Las Vegas,The Palazzo.,The Palazzo | Palazzo,2,0.0,0.0,0.0,0.0,The Palazzo.,The Palazzo | Palazzo,2,0.0,0.0,0.0,0.0,The Palazzo.,The Palazzo | Palazzo,2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_5469,254,16,what,What is the strongest focus of the Adelaide Fim Festical put on by CEO Amanda Duthie?,Australian,Amanda Duthie | Adelaide Film Festival | Adelaide Film Festival,Adelaide Film Festival Investment Fund.,Adelaide Film Festival Investment Fund,5,0.0,0.0,0.0,0.0,Australian produced content.,Australian produced content | Australian content,3,0.0,0.5,0.0,0.6666666666666666,Adelaide Film Festival Investment Fund.,Adelaide Film Festival Investment Fund,5,0.0,0.0,0.0,0.0,both_wrong,0.6666666666666666,1,both_wrong,0.0,0,both_wrong,-0.6666666666666666,1,000
dev_4748,255,16,what,"What type of place does Regency Road, Adelaide and Klemzig, South Australia have in common?",city,"Regency Road, Adelaide | Klemzig, South Australia",suburb.,suburb,1,0.0,0.0,0.0,0.0,road.,road,1,0.0,0.0,0.0,0.0,suburb.,suburb,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,0,both_wrong,0.0,1,000
